"verb","variety","corpus","genre","year","transitivity","negation","interpretator","interpretator_type","complementizer","year_bins_20","year_bins_40","year_bins_100","macro_genre","AmE_c","interpretator_present","year_c"
"fool","BrE","i93","News",1993,"transitive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","g04","News",2004,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","i04","News",2004,"transitive","y","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03","News",2003,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","g04","News",2004,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t04","News",2004,"transitive","y","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t04","News",2004,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","g04","News",2004,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","g04","News",2004,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","g04","News",2004,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t04","News",2004,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","g91","News",1991,"transitive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t03","News",2003,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t90","News",1990,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","t04","News",2004,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","i93","News",1993,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i04","News",2004,"transitive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","g90","News",1990,"reflexive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","i93","News",1993,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i04","News",2004,"reflexive","y","none","none","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t04","News",2004,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","g91","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t03","News",2003,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.06
"fool","BrE","i93","News",1993,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.14
"fool","BrE","t04","News",2004,"reflexive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","d92","News",1992,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.16
"fool","BrE","t04","News",2004,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t04","News",2004,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","g04","News",2004,"reflexive","y","none","none","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","i93","News",1993,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.14
"fool","BrE","t90","News",1990,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","i93-94","News",1993.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.13
"fool","BrE","i93-94","News",1993.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.13
"fool","BrE","t03-04","News",2003.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.07
"fool","BrE","t03-04","News",2003.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.07
"fool","BrE","g04-05","News",2004.5,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","g04-05","News",2004.5,"transitive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","d04-05","News",2004.5,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","d04-05","News",2004.5,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","d04-05","News",2004.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","d04-05","News",2004.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","d04-05","News",2004.5,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.09
"fool","BrE","d04-05","News",2004.5,"reflexive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.09
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"transitive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t90-91&g90-91&i93-94&d91-92","News",1991,"reflexive","y","none","none","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"transitive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","y","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","y","none","none","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t03-04&g04-05&i04-05&d04-05","News",2004,"reflexive","n","none","none","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
"fool","BrE","t90","News",1990,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","t90","News",1990,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","t90","News",1990,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","t90","News",1990,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","t90","News",1990,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","t90","News",1990,"passive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.2
"fool","BrE","t91","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t91","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t91","News",1991,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t91","News",1991,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t91","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t91","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t91","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t91","News",1991,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","t91","News",1991,"passive","n","into supposing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g90","News",1990,"transitive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","g90","News",1990,"transitive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","g90","News",1990,"transitive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","g90","News",1990,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","g90","News",1990,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","g90","News",1990,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","g90","News",1990,"passive","y","by the fact","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"fool","BrE","g91","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","g91","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"fool","BrE","i93","News",1993,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"passive","n","by the fact","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"fool","BrE","i93","News",1993,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.14
"fool","BrE","i94","News",1994,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"passive","y","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"passive","y","by assuming","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"passive","n","by the fact","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","i94","News",1994,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.12
"fool","BrE","d91","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","d91","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","d91","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","d91","News",1991,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"fool","BrE","d92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","d92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","d92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","d92","News",1992,"transitive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.16
"fool","BrE","d92","News",1992,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","d92","News",1992,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","d92","News",1992,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","d92","News",1992,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","d92","News",1992,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","d92","News",1992,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"fool","BrE","t03","News",2003,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"transitive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"transitive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","by thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","by the fact","nominal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"passive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.06
"fool","BrE","t03","News",2003,"reflexive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"reflexive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"reflexive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.06
"fool","BrE","t03","News",2003,"reflexive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.06
"fool","BrE","t03","News",2003,"reflexive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.06
"fool","BrE","t04","News",2004,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t04","News",2004,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t04","News",2004,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t04","News",2004,"transitive","n","into believing","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",-1,1,0.08
"fool","BrE","t04","News",2004,"transitive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",-1,0,0.08
